,Title,Summary,Location,Company,Salary
215,Data Architect,"They are looking to hire a Data Architect.As a Data Architect, you will be responsible for the following:As a successful candidate you will have a bachelor's…",Singapore,Michael Page,
216,Collaboration Technical Solution Architect,"People, processes, data, and things.We’re working to deliver technology that not only safeguards customer’s data but doesn’t become an obstacle when they need…",Singapore,Cisco Systems,
217,Head of Cybersecurity (Capability Development),"Conceptualise, architect and initiate new cybersecurity projects;Bachelor Degree in Electrical/Electronic/Computer Engineering, Information Systems, Computer…",Singapore,SCIENTE INTERNATIONAL PTE. LTD.,"$5,000 - $10,000 a month"
218,Cloud Migration & Implementation Delivery Engineer,Preferably AWS Certified as DevOps Professional / SysOps Administrator /Solution Architect Associate.Deliver migration strategy based on detailed analysis and…,Singapore,Jobline Resources Pte Ltd,
219,"CHIEF TECHNOLOGY OFFICER ( CTO, InfoComm Technology)","PHD/Master/Degree in Engineering, Computer Science or related field 20 years or more of progressive related experiences, 5 years or more in senior management…",Singapore,Ethos Search Associates Pte Ltd,
220,"Senior Solutions Architect, Public Sector - AI/ML","Hands-on experience with data manipulation, data analytics and data visualization tools (e.g.PhD or Advanced Degree in data science or machine learning space.",Singapore,Amazon Web Services Singapore,
221,Cloud Cyber Security & Risk Architect,"And secure data flow design.Design and define highly complex, critical and diverse architectures for firewalls, electronic data traffic, and network access…",Singapore,ST Electronics (Info-Software Systems) Pte Ltd,
222,Senior Technology Architect_Azure_UK,"Special focus on services relevant to data and analytics.Expertise in Data governance and security is a must.Should be an expert in Azure PAAS, IAAS and SAAS.",Singapore,Infosys Limited Singapore Branch,
223,Salesforce Technical Architect,"Certified Platform Developer (required), Certified Application Architect (preferred), Certified System Architect (preferred), Certified Technical Architect …",Singapore,PwC,
224,Infrastructure Architect,The ideal candidate will have deep technical expertise in the use of Data Center products and their use in the design of Converged Infrastructure through…,Singapore,Dell,
225,Lead Big Data Engineer,"This role offers a seasoned engineer, with a blend of distributed data platforms and data analytics skills, the opportunity to be part of a talented team and…",Singapore,NGDATA,
226,Senior Software Engineer,"With European and United States data centres, Forge is System and Organization Controls (SOC2) Certified and General Data Protection Regulation (GDPR) compliant…",Singapore,Autodesk,
227,Director of Value Added Resellers- APAC,Collaborate with Partner Solution Architect to define and evolve partner solutions and applications as appropriate.Serve as VAR leader for the region.,Singapore,"Medallia, Inc.",
228,Senior Enterprise Architect,"Computer Science, Software Engineering, Management Information Systems or equivalent degree.Gartner Analyst acclaimed technology leadership across our…",Singapore,Pegasystems,
229,Senior / Principal Engineer (Solution Architect),"Conduct site survey and customer interview to understand technical requirements, obtain relevant data, establish key assumptions for architecting conceptual…",Singapore,Singapore Power,
230,BI & Analytics Solutions Architect,"Improving and streamlining processes regarding data flow and data quality to improve data accuracy, viability and value.",Singapore,Enggsol Pte Ltd,
231,(Senior) System Analyst (IOT),Has at least 3years of working experience as a System Architect / System Analyst;Review and analyze data gathered fromIoTuse case requirements and translate…,Singapore,Sciente Consulting Pte. Ltd,
232,"IT Manager, Advanced Technology – TS ASPAC","Bachelor’s Degree in computer science, Engineering, Information Systems or related disciplines;Architect open-source, cloud enabled, scalable, mobile…",Singapore,Johnson & Johnson Family of Companies,
233,Head - End User Computing,"Although predominately accountable for EUC technologies the role will also cover other areas of International SOS’s infrastructure, by working with other…",Singapore,International SOS Singapore,
234,Site Reliability Engineer (SRE) iCloud,"BS in Computer Science or related field, or equivalent employment.As an SRE @ Apple, you'll need to solve these problems using data, teamwork, and your own…",Singapore,Apple,
235,IT - NETWORK ENGINEER,"As an IT Network Engineer at Micron, you will be responsible for the operational health (Security, Availability, Performance, Interoperability and Reliability)…",Singapore,Micron,
236,CISO - Tech Unicorn,Data provided is for recruitment purposes only.Digital Banking API Architect (Based in Singapore).Bachelor's Degree in Computer Science or related discipline.,Singapore,Pinpoint Asia Limited,
237,Senior Solution Architect (Enterprise System),Must possess excellent data modelling and SQL skills.Min 7 years of design/implementation/consulting experience with distributed applications - must have a…,Singapore,Government Technology Agency,
238,"Infrastructure Engineer, Identity and Access Management (IAM...","Bachelor in Computer Science, Electrical/Computer Engineer, Information Technology or related discipline.Microsoft Certified Azure Solutions Architect Expert.",Singapore,Government Technology Agency,
239,"Customer Engineer, Government, Google Cloud","Experience in data and information management, as it relates to Big Data trends and issues within businesses.Experience with Big Data, PaaS/IaaS technologies.",Singapore,Google,
240,Senior Research Engineer,"BS in Computer Science, Computer Vision, Machine Learning or related field.How it works, what it is good for, what kind of data is needed, etc.",Singapore,Autodesk,
241,"Technical Solution Architect, Singapore",Experience in presales as a systems engineer and end to end network and/or application solutions architect.Apply business skills and consulting methodologies…,Singapore,f5,
242,Chief Technologist Alliances,"DevOps | IT Operations| Cloud | Security | Info Governance | Big Data, Machine Learning, & Analytics.At Micro Focus, everything we do is based on a simple idea…",Singapore,Micro Focus,
243,Digital Architect,"Enjoys client-facing roles with actual presales and delivery experience as an architect.Help clients to identify, assess and solve complex business problems…",Singapore,Avaloq,
244,Sr. Database Engineer,"Bachelors/Degree in Computer Science or other technology field is necessary.Strong knowledge of operating systems, scripting languages, data modeling, and…",Singapore,Visa,
245,APAC Business Development Head - Artificial Intelligence,"Strong analytical skills, and demonstrated ability to turn detailed data analysis into useful strategic insight in order to drive customer adoption and make…",Singapore,Amazon Web Services Singapore,
246,#GIT | Ref: 112496 - Project Manager,"Degree/ Diploma in Computer Science, Engineering or a related discipline.Manage integration of various components of the project including hardware, software…",Singapore,Singtel,
247,Senior Software Engineer,Proactively maintain and ensure integrity (completeness) of system and sub-system data.Williams Sonoma is seeking a candidate for a Senior Software Engineer…,Singapore,"Williams-Sonoma, Inc.",
248,Senior Site Reliability Engineer,"The Site Reliability Engineer is a critical role in Cloud based projects.IBMers believe that the application of intelligence, reason and science can improve…",Singapore,IBM,
249,Enterprise Architect - Technology Consulting (H&PS),"They identify, assess and solve complex business problems for area of responsibility, where analysis of situations or data requires an in-depth evaluation of…",Singapore,Accenture,
250,"SVP / VP, Data Architect, Group Consumer Banking and Big Dat...","Establish Data framework for Data Lake, Integration and Data marts.Implementing Data Architecture/ Data modelling for data platform and Analytics.",Singapore,DBS Bank,
251,"Partner Solutions Architect, GSI, ASEAN","AWS Certified Solutions Architect - Associate Level.BS level degree required, computer science, business or math background preferred.",Singapore,Amazon Web Services Singapore,
252,Global Head of Threat & Vulnerability,Cultivate core relationships between internal stakeholders and external partners and other third-party entities that support Dyson for handling sensitive data.,Singapore,Dyson,
253,Information Architect,Data Governance + Data Strategy Consulting.Guiding client on analytics adoption & journey leveraging Nextgen platforms.Should have played client facing roles.,Singapore,Wipro Limited,
254,M&E resident technical officer,"To witness and verify energy consumption, equipment operation/reading raw data measured and obtained are in accordance to Greenmark certification, SLEB and ZEB…",Singapore,Mott MacDonald,
255,Pre-Sales Engineer,"Architect and design new solution or enhancement to customer’s existing solution, be it on-premise, cloud/hybrid-based architectures.",Singapore,Ingram Micro,
256,Infrastructure Architect,"Experience with data centre operations, enterprise architecture, IT security, cloud and big data technologies;Evaluate and recommend new technologies.",Singapore,Innowave Tech Pte. Ltd.,
257,Senior Analyst - Data Analytics [Compliance Strategy & Insig...,Conduct data and analytics training to data users to build deeper data competencies in the organisation.Collaborate with data architects and IT specialists to…,Singapore,Inland Revenue Authority of Singapore,
258,"Solution Architect, OSS / BSS","This includes remediation, testing, data migration, system cutover, decommissioning and platform roadmaps.Solution Architect for GIS and its transformation,…",Bugis,NetLinkTrust,
259,Game Programmer (contract),"Experience in Analytics, Data Collection.Architect and implement practical and timely solutions that meet game design requirements, in new or existing systems.",Changi,Singapore University of Technology and Design,
260,"Ref: 114281 - Senior Architect, SuccessFactors (1-Year Direc...",Bachelor or higher degree in Computer Science or IT with 10+ years of relevant experience in Project Management.Ensure all SLAs are met.,Singapore,Singtel,
261,"Associate Director, Cyber Resilience","Minimum 10 years of experience as a security architect/network security architect.Bachelor Degree in Computer Science, Computer Engineering, Electrical…",Singapore,Singtel,
262,Product Management - Data Products,"Drive continuous improvements in fundamental product features to achieve excellent use of data, e.g. data warehouse maintenance, data input/output tools.",Singapore,Shopee,
263,Content Experience Designer / Technical Writer,"Knowledge of the Autodesk Vault or similar product data management software.BS/BA in Technical Writing, Human Computer Interaction, Information Architecture,…",Singapore,Autodesk,
264,Systems Engineering Manager,"Capitalises lessons learned and relevant project data and metrics;Tertiary qualification in Computer Science, Information Technology, Electronics Engineering…",Singapore,Thales Group,
265,SDET Lead/Manager - Payments,"Experience in data models, database queries and knowledge of RDBMS/NoSQL platforms.Bachelor's' degree in Computer Science or equivalent from a reputable…",Singapore,Traveloka,
266,Lead Software Engineer (Big Data) - Data Product Development,"Extensive technical experience with developing application using Big Data Technologies.Bachelor degree in a technical field such as computer science, computer…",Singapore,Visa,
267,"Cybersecurity Architect, Senior","Experience with innovative Cybersecurity products and capabilities, including A&O, AI, machine learning, NGFW, and Big Data.BA, BS, or BE degree.",Singapore,Booz Allen Hamilton,
268,#EDMS - Lead Wireless Architect (CCIE),Degree in Computer Engineering / Computer Science / Information Systems from a recognized institution.The Lead Wireless Architect will be responsible for the…,Singapore,Singtel,
269,Quality Assurance,Dathena is the most complete and accurate data governance and classification platform and is the only solution to easily classify and manage data with this…,Singapore,Dathena,
270,Development Manager,"Understand and own component security analysis, including code and data flow review.Top tier Insurer in Singapore currently growing according to a very…",Singapore,,
271,"Specialist Solution Architect, Database - APAC","Hands on experience as a database, data warehouse or big data developer.Demonstrated industry leadership in the fields of Database and/or Data Warehousing.",Singapore,Amazon Web Services Singapore,
272,#EDMS - Cloud Lead Enterprise Architect,"Excellent knowledge of Data Architectures and Cloud Technologies, having worked with or provided solutions including VMware, Hyper-V, AWS or Azure and the…",Singapore,Singtel,
273,Engineer(DC),"Architect, deploy, and maintain a container cloud.S erver and network deployments in the data centre.Skillsets(The DevOps engineer should have a combination…",Singapore,Enggsol Pte Ltd,
274,Middleware Administrator,"Microsoft Azure or AWS Solution Architect Certified.Bachelor's degree in Engineering, Computer Science, Management Information Systems, or related field.",Singapore,Gateway Search Pte Ltd,
275,Software Engineer/Architect for Video Service Quality,"Architecting or storing data in NoSQL, Relational or Big data technologies (e.g.A great engineer, and a visionary software tools architect who can review, plan…",Singapore,Apple,
276,"SVP / VP, Platform Architect, Group Consumer Banking and Big...","Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on…",Singapore,DBS Bank,
277,Solution Architect,"Work closely with other Solution Architect and Data Architect to produce high-level and detailed designs.As a Solution Architect, you will be responsible for:",Singapore,Gravitas Recruitment Group,
278,BI & Analytics Presales Solution Architect,"Improving and streamlining processes regarding data flow and data quality to improve data accuracy, viability and value.",Singapore,Enggsol Pte Ltd,
279,Senior Project Manager,"Manage integration of various components of the project including hardware, software installation, testing, business process review, redesign, application…",Singapore,NCS,
280,"Senior Associate, Solution Architect, Marketing Technology (...","Develop governance for quality data:We deliver a comprehensive suite of innovative banking services and financial solutions to individuals, ranging from the…",Singapore,DBS Bank,
281,#EDMS - Service Solution Architect,"As a Service Solution Architect in the Network and Security Operations team within Enterprise Data and Managed Services (EDMS), the incumbent works closely with…",Singapore,Singtel,
282,"Head of Customer Experience Business, ASEAN","Help define the market segments, customer base, functional, technical and industry data and Customer Experience and Mobility / Modern Workplace use-cases.",Singapore,Amazon Web Services Singapore,
283,"Senior Specialist Solutions Architect, Databases","Working knowledge of large-scale databases and data warehouses.An advanced degree in computer science, engineering or mathematics.",Singapore,Amazon Web Services Singapore,
284,MS Service Engineer,"MS Engineer (L4 / Team Lead).Cisco Certified Internetwork Expert - Certification - Data Center (CCIE-DC).EMC Technology Architect, VNX Solutions Specialist…",Kallang,Dimension Data,
285,Senior QA/SDET - Enterprise Core Platform,"Experience in data models, database queries and knowledge of RDBMS/NoSQL platforms.Bachelor's' degree in Computer Science or equivalent from a reputable…",Singapore,Traveloka,
286,"Manager, Talent Coordinators","You use data as signals to seek to understand more, share opportunities, influence others and help inform your decisions.In this role you will:",Singapore,Netflix,
287,Network Operations Engineer,Cisco Certified Network Associate - Data Center (CCNA-DC).Cisco Certified Network Professional - Data Center (CCNP-DC).Do you have an ambition for innovation?,Kallang,Dimension Data,
288,"Senior Architect, Cyber Security",Bachelor Degree in Computer Science or related field and 2 + years’ experience in a cyber security architect role or at least 8 years related field work…,Singapore,Marina Bay Sands,
289,Alibaba Cloud Solutions Architect Singapore,Solutions Architect (SA) is a key pre-sales technical position in Alibaba Cloud international business division.Mandarin speaking is a big plus.,Singapore,Alibaba,
290,Campaign Marketer,Work with Market Analyst to build fundamental data and databases required to plan and deliver campaigns across territories.Strong writing and editing skills.,Singapore,Ellwood Consulting,"$5,000 - $8,000 a month"
291,APAC Service Line Ops Analyst,We are looking for an Operations Analyst to join the APAC Service Line Business team to drive data analytics and reporting across our business;,Singapore,Amazon Web Services Singapore,
292,"Consumer Networks - Engineer, Network Cloud Engineering (113...",To support that journey we are searching for top talent and have an exciting opportunity for a Senior Network Security Architect to strengthen our team.,Singapore,Singtel,
293,BTO - System Architect,"Extensive experience directly querying large data sets including networks data, customer usage data, third party data and raw data ingested from non-standard…",Singapore,Singtel,
294,Business Analyst / Scrum Master - Credit Risk,A degree and professional experience in the computer science area with minimum five years' experience as Project Manager and/or Business Analyst in the…,Singapore,UBS,
295,IT Business Analyst,"4+ years of experience as Business analyst or Business solution architect, with strong experience in Medical device field (Business Process Flows, Case Tools,…",Singapore,Align Technology,
296,Solution Architect - Cortex,Cortex/Demisto Solutions Architect is the interface between business and technology.4+ years of experience as a pre-sale engineer facing customers;,Singapore,Palo Alto Networks,
297,Pre-Sales Engineer - Singapore,"Bachelor’s level degree in Computer Science or relevant experience.Experience with technical sales of distributed systems, infrastructure software like…",Singapore,Confluent,
298,Database Administrator,"Diploma/Bachelor Degree in Computer Science, Electronic Engineering or equivalent Telecommunications in-country qualification.WHY SHOULD YOU BE INTERESTED?",Singapore,SITA,
299,"VP/AVP, Technical Architect, Group Consumer Banking and Big...",A Bachelor’s degree in Computer Science (or equivalent experience).Feedback to Head Architect and management for positioning and long term strategy planning.,Singapore,DBS Bank,
300,SpiderLabs Lead Threat Architect,"Trustwave helps businesses fight cybercrime, protect data and reduce security risk.The Lead Threat Architect position is part of the SpiderLabs Threat Fusion…",Singapore,Trustwave,
301,DATA ARCHITECT (With Business Intelligence Environment),DATA ARCHITECT (With Business Intelligence Environment).Implement business and IT data requirements through new data strategies and designs across all data…,Singapore,eTeam Hong Kong,
302,"Senior Manager, Solution Architect","Salesforce Certified Technical Architect a plus.Senior Manager - Solution Architect (Veeva, Marketing Cloud, Salesforce Platform).",Singapore,Amgen,
303,Lead Application/System Sales Engineer,With Global Solution Architect team to maintain standard solutions.Successful application engineer and/or technical sales support track record.,Singapore,Honeywell,
304,Senior IT Architect,"Be involved in pre-sales activities as a solution architect.Degree/ Diploma in Computer Science, Engineering or a related discipline.",Singapore,NCS,
305,Commercial Cards Senior Architect,"Experience developing solutions involving ETL any Big Data concepts.BS degree in Computer Science, Computer Engineering or related technical field, or…",Central Singapore,CITI,
306,Senior Cloud Architect,They are looking to hire an Senior Cloud Architect.Providing design expertise on enterprise level cloud architecture & data models.,Singapore,Michael Page,
307,Channel/Partner Sales Engineer,"Denodo is the leader in data virtualization – providing unmatched performance, unified access to the broadest range of enterprise, Big Data, cloud and…",Singapore,Denodo Technologies,
308,"Customer Success Specialists, Strategic Territory Accounts (...","Monitor customer usage data, health indicators, renewal dates and growth opportunities and translate into strategies for success, together with reseller…",Singapore,Autodesk,
309,Workplace Strategy Manager,"At CBRE, our Workplace Strategy mission is to enable people to do their best work.Our services address our clients’ needs across the life-cycle of their…",Singapore,CBRE Asia Pacific,
310,IT Infrastructure Managers,"A Degree in Computer Science, Internetworking, Information Technology, Information System, Engineering, Science or its equivalent.",Singapore,thatz,
311,Solution Architect,Familiarity with data and/or telecommunications protocols and the telephone industry is highly desirable.This is a hands-on role which will encompass technical…,Singapore,Telogic,
312,Information Security Architect,"Ability to analyze a wide variety of data and make appropriate risk based decisions.By clicking the “Apply” button, I understand that my employment application…",Singapore,Takeda Pharmaceuticals,
313,Pre Sales Engineer,"We are time series data;Primary Responsibilities of a Pre-Sales Engineer include:We deliver an open enterprise infrastructure, the PI System™, to connect…",Singapore,OSIsoft,
314,SOLUTIONS ARCHITECT,Degree in Computer Science/ Studies/ Engineering or Information Systems or equivalent;Has managed contractor/vendor in application development and operation…,Singapore,Singapore Academy of Law,
315,BI BW Solution Architect,Experience in Data Warehouses / Reporting / Data Marts.Data integration / migration in SAP ERP platforms.Fine tune applications to improve system performance.,Singapore,Washington Frank,"$10,000 - $11,000 a month"
316,IT Application Developer,Perform sampling of data to understand the character/ quality of the data (project dependent in the absence of data analyst or designer).,Singapore,Cognizant,
317,"Manager, Asset Management (Data Management)","Ensure good practices in the management of data tools, reference data, data standards, data frameworks and templates.Excellent spoken and written English.",Singapore,Synpulse,
318,Senior Solutions Architect,2+ years Allscripts Architect level preferred.Our Mission is to be the most trusted provider of innovative solutions that empower all stakeholders across the…,Singapore,Allscripts Solutions,
319,"#GIT | Ref: 115780 - Senior Architect, Solution",Bachelor or higher degree in Computer Science or IT.To support that journey we are searching for top talent and have an exciting opportunity for a Senior…,Singapore,Singtel,
320,"Application Architect (C3 â Command, Control, Communicatio...","Performance testing, data design, or security, is a plus.At least 5 years experience as a Lead or Enterprise Architect.",Singapore,Enggsol Pte Ltd,
321,Microsoft CRM Consultant,Join our growing global team and accelerate your career with Dimension Data.Dimension Data is an equal opportunity employer with a global culture that embraces…,Kallang,Dimension Data,
322,Application Architect,"Architect custom solutions of project or operational scope.Advance understanding of RDBMS databases such as Oracle, Oracle Golden Gate, Data Lake, DB2 etc.",Singapore,DXC,
323,"Talent Scout, Autodesk Construction Solutions","Prior use of talent market insights and data to influence decisions and strategy.This includes understanding and mapping the talent landscape, internal…",Singapore,Autodesk,
324,Regional Partner Alliance Manager,"Hewlett Packard Enterprise advances the way people live and work.We bring together the brightest minds to create breakthrough technology solutions, helping our…",Singapore,Hewlett Packard Enterprise,
325,"SVP / VP, Development Lead (C2MA), Group Consumer Banking an...","Working with architect, data modeller, business analyst and End Users within organization.Desired experience on Big Data or similar Data Warehouse tool.",Singapore,DBS Bank,
326,"VP / AVP, Senior Engineer - Global API, Consumer Banking and...","B.S or M.S (Computer Science preferred), should have proven course work in several computer software, algorithms, data structures, programming languages subject…",Singapore,DBS Bank,
327,Salesforce Technical Architect,"SFDC Certifications (PD1, Sales Cloud, Service Cloud, Platform App Builder, Application Architect etc).We are looking to hire a Salesforce Technical Architect…",Singapore,Ploy Asia Pte. Ltd,
328,Urgently Looking for Voice Engineers for Matket Data / Trade...,The candidate should have a highly motivated in trader voice engineering and architect.Urgently Looking for Trade Floor Support(Voice) Engineers.,Singapore,Aryan Search Pte Ltd,"$130,000 - $170,000 a year"
329,Data Modelling Lead,"Highly experienced in meta data management, data transformation, and data integration.Highly experienced in meta data management, data transformation, and data…",Singapore,Prudential,
330,"Solution Architect, TDIM","Big Data technologies (Azure Data Lake, Data Bricks, MapR).The position performs a role at a regional (Asia Pacific) level in the Applications team.",Singapore,JLL,
331,Cyber Security Consultant / Cyber Security / Threat Modellin...,Decompose application / system architecture and document the results in data flow diagram.Provide the finalized Security Profile to the Project Manager and to…,Singapore,INFODRIVE SOLUTIONS PTE. LTD.,"$8,000 - $9,500 a month"
332,Senior Software Engineer (QA),"Senior Software Engineer (with QA emphasis).Bachelor’s Degree in Computer Science or other technology field;As the world moves from analog to digital, Visa is…",Singapore,Visa,
333,Solution Architect Azure Data Analytics,Solution Architect Azure Data Analytics.Experience in implementation of Azure Data Analytics Platform transforming structured data and unstructured data from…,Singapore,Helius Technologies Pte Ltd,
334,"Analyst Relations Program Specialist, Amazon Web Services",The APJ AR Specialist will create and drive regional analyst event strategy and tactics to drive positive analyst perception for AWS services and solutions…,Singapore,Amazon Web Services Singapore,
335,"Director, Software Engineering - ALM -Data Product Developme...",Extensive technical experience with developing application using Big Data Technologies.Hire and retain world class talents to deliver data platform projects.,Singapore,Visa,
336,SYSTEMS MEDIA ARCHITECT,"Successful product development results with data channels and data recovery.Driving media management, manufacturing, system quality data analysis and reporting…",Singapore,Micron,
337,Technical Business Development Manager,"Masters degree or PhD in relevant business, computer science, or engineering disciplines.Bachelors degree in computer science, engineering or related technical…",Singapore,Amazon Web Services Singapore,
338,"Regional Sales Manager, Large Enterprise - ASEAN",Glassdoor rating of 4.7/5.0 + 98% CEO Approval = Exceptional place to work!Our 100% purpose-built cloud platform delivers the entire gateway security stack as…,Singapore,Zscaler,
339,Full Stack Web Developer (12 Months),"Scaling from minimum viable product up to shippable scalable-operation-ready data products.Architect , design and develop high performance stable and highly…",Singapore,AXA Singapore,
340,Application Architect,Bachelor's degree in Computer Science or related discipline with at least 6 years of application development experience.*Thank you for your interest!,Singapore,Manpower,
341,Solution Engineer- Talend /Cloudera,Managing stakeholders to understand their data needs.They are looking to hire a Solution Engineer- Talend/Cloudera.,Singapore,Michael Page,
342,Informatica MDM Lead Architect,"Understanding of SOA, Data integration, Data Quality, data architecture and Master Data Management, project life cycle Phases, best practices and processes.",Singapore,eTeam Hong Kong,
343,Senior Advisory Consultant,"Enterprise Architecture certifications / Frameworks (TOGAF, Zachman, GGEIT, Prosci, CCMP, EA Practitioner, CEA, Certified Business Architect).",Singapore,Amazon Web Services Singapore,
344,Hadoop ETL Developer,Deep knowledge of best practices through relevant experience across data-related disciplines and technologies particularly for enterprise wide data…,Singapore,ARYAN SOLUTIONS PTE. LTD.,"$5,500 - $7,500 a month"
345,Big Data Engineer (Hadoop / Spark / Python),Big Data Engineer ( Hadoop / Spark / Python ).Our Client is a Fast-expanding Software Solutions firm and they are now looking for a Big Data Engineer (Hadoop /…,Singapore,Michael Page,
346,Principal/ Lead Solution Architect,"Degree in Computer Science, Software Engineering or Information Technology related fields.Previous experience in a Solution Design, Technical Lead or Architect…",Singapore,Wildlife Reserves Singapore,
347,Technology Architect - Java Munich,"As a Technology Architect, you will significantly contribute to identifying best-fit architectural solutions for one or more projects;",Singapore,Infosys Limited Singapore Branch,
348,Solution Architect,"Experience in implementation of Azure Data Analytics Platform transforming structured data and unstructured data from multiple O2O sources, IoT and social…",Singapore,Transcendent Business Services Pte Ltd,"$6,000 - $9,000 a month"
349,"Demand Generation Marketing Specialist, ASEAN","In this role, you will be responsible for developing, executing, and measuring marketing programs that drive demand and keep customers and prospects engaged…",Singapore,Autodesk,
350,Digital Banking API Architect (Based in Singapore),"Data provided is for recruitment purposes only.If this outstanding opportunity sounds like your next career move, please send your resume in Word format to…",Singapore,Pinpoint Asia Limited,
351,"Senior Engagement Manager, Global Financial Services","Experience managing data center operations, including data assurance, monitoring, alerting and notifications.These professional services engagements will focus…",Singapore,Amazon Web Services Singapore,
352,Senior Sales Engineer,"The Senior Sales Engineer (Pre-sales) will identify, design, architect and provide information security technical solutions for customers in support of the…",Singapore,Trustwave,
353,System Architect (AI),"Degree in Computer Science, Engineering, Information Systems, Computer Engineering, Mathematics, Statistic;At least 10 years of working experience in software…",Singapore,Sciente Consulting Pte. Ltd,
354,Business Systems Analyst II - Analytics BSA,Perform data profiling and come up with recommendations and report data quality issues.Should be able to create logical data models for analytics.,Singapore,Schellden Global Pte Ltd,
355,Associate Campaign Manager,"Able to collect, synthesize and report data.We are seeking fluency in English, able to collect and report data, excellent organizations, experience using…",Singapore,Glassview Media,
356,Mobile Application Architect,"Strong understanding of algorithms and data structures;Bachelor's degree in Computer Science, engineering or relevant areas;",Singapore,SnapHunt Pte Ltd,
357,Digital Solution Architect,"Architect and implement end-to-end solutions, using cloud, IoT, etc.At least 6 years of working experience as IOT Architect/Solution Architect/EC Architect…",Singapore,DXC,
358,Public Sector Senior Big Data and Analytics Consultant,Are you an experienced data warehouse and big data analytics specialist?Understanding of OLTP vs OLAP data administration needs.,Singapore,Amazon Web Services Singapore,
359,Siebel CRM Developer,"Should be able to identify data transformation rule.Siebel Enterprise Integration Application (XMLs, Inbound and Outbound Webservices, Dispatch Service,…",Singapore,Dow Technologies and Systems,"$6,000 a month"
360,Consumer Networks - IP Solutions Architect (115437),The IP Solutions Architect role develops the architecture for the IP and data transport network infrastructure that is used to implement Singtel IP and Data…,Singapore,Singtel,
361,Software Security Architect,"Review and define security architecture for network and infrastructure, identity and access, data, and data flow.Experience in software engineering is a plus.",Singapore,Traveloka,
362,Network Engineer,Keenly interested in maintaining Good Quality Data.University degree in Computer Science or a relevant IT Professional certification.Takes pride on his work.,Singapore,Koninklijke Vopak NV,
363,Lead Software Engineer,Ensuring the reliability of our high-throughput real-time data pipelines.As a successful Lead Software Engineer what will you do?,Singapore,Isentia,
364,Account Executive,"Manage and qualify inbound leads and pipeline, with accurate and timely responses and forecast data.We are looking for an energetic and motivated Account…",Singapore,Autodesk,
365,Cyber Security Graduate 2020,"At Dyson we demand the highest standard of performance from the technologies we engineer.Be studying towards a Computer Science, Computer Engineering,…",Singapore,Dyson,
366,Cloud Solution Architect - Singapore,"Apply business skills and consulting methodologies to gather and analyze data, lead design, and develop and implement solutions while meeting customer…",Singapore,f5,
367,Developer Relations Manager,"Strong analytical, problem solving, and negotiation skills, using data analysis to support strategic decisions.What you will be doing:What we need to see:",Singapore,NVIDIA,
368,Software Architect,Understanding of various serial data transfer methods e.g. asynchronous serial (e.g.At Zimplistic we arelooking for a Software Architect & Manager to lead the…,Singapore,Rotimatic,
369,Senior Product Owner,"Autodesk is becoming a cloud company, and a cloud company is a data company.You will be part of the Platform Management and Experience Design team in Autodesk…",Singapore,Autodesk,
370,Senior ICT Consultant,"Knowledge of data networks, data centre operations, command and control center infrastructure, ELV systems, telephony, television, radio communications and…",Singapore,Arup,
371,AI Software Development Engineer,Master Degree or PhD in Computer Science.Work with System Engineers and experts to gather empirical data/generate synthetic data for model development and…,Singapore,Thales Group,
372,Principal Consultant - Enterprise Architecture,Extensive professional experience as an enterprise architect;You are inspired by digital transformation projects.TOGAF or other lightweight frameworks).,Singapore,Zühlke,
373,Asia Emerging Markets Partner Account Manager - Singapore,The initial focus markets will be Taiwan as primary responsibility and Hong Kong + Malaysia as secondary responsibility.To achieve those business objectives.,Singapore,Dropbox,
374,Network Infrastructure Engineer,"Architect and design security-centric networks and infrastructure solutions.Bachelor’s degree in Electrical Engineering, Computer Science or a related…",Singapore,Government Technology Agency,
375,MS Solutions Architect,"Provide experience in practically improving Dimension Data systems, services and operational processes.Join our growing global team and accelerate your career…",Kallang,Dimension Data,
376,#GIT Core Systems Microservices Architect (including Securit...,Ability to lead the development and production support of CS microservices capability and architect innovative solutions.Substantial Opex and Capex management.,Singapore,Singtel,
377,Senior Connect Specialist,"Software Development, Content Distribution/CDN, Scripting/Automation, Database Architecture, IT Security, Data & Analytics, Operations Management.",Singapore,Amazon Web Services Singapore,
378,Senior Application Architect,Strong knowledge of cyber security including application design considerations to ensure data security and compliance.,Singapore,T+O+M,
379,senior data engineer,"3+ years experience developing data pipelines and workflows that individually and repeatedly handle multiple terabytes of data, eg Spark, Airflow, AWS Batch,…",Singapore,Randstad,"$7,000 - $12,000 a month"
380,Qiskit Developer Advocate,"As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and…",Singapore,IBM,
381,Senior Business Analyst / Business Analyst,Currently we are looking for an experienced Senior Business Analyst / Business Analyst to our office in Singapore to make our team even stronger.,Singapore,EPAM Systems,
382,Development Manager,"Understand and own component security analysis, including code and data flow review.Top tier Insurer in Singapore currently growing according to a very…",Singapore,Gravitas Recruitment Group,
383,Senior Solution Architect,Data provided is for recruitment purposes only.At least 10 years of experience s a Solution Architect within a SI-Centric environment.,Singapore,Huxley APAC,
